Core,Depth,2000,500,125,0
SM-01A,115,0,40.30595778,5.966955145,46.62602111
SM-01A,120,0,37.0583263,11.09453896,51.84778506
SM-01A,125,0,28.50867868,11.72977265,59.76081519
SM-01A,130,0,30.36977746,11.34580419,58.28441836
SM-01A,135,0,33.44146561,14.71041655,51.81970951
SM-01A,140,0,33.7674581,11.05726257,55.17527933
SM-01A,145,0,31.58531052,9.587448666,58.81790612
SM-01A,150,0,37.34577723,11.28887393,51.25976744
SM-01A,155,0,35.71189025,15.33270272,48.93458587
SM-01A,160,0,27.18363393,15.29978125,57.51583036
SM-01A,165,0,33.59060971,11.29872691,55.11043258
SM-01A,170,0,37.23869565,11.54869565,51.16076087
SM-01A,175,0,35.02371876,9.737428485,55.24016862
SM-01A,180,0,29.15644187,11.52499669,59.31856143
SM-01A,185,0,22.14115023,11.67431925,66.18453052
SM-01A,190,0,23.87310555,12.60295129,63.5231705
SM-01A,195,0,23.92912486,16.51077345,59.5338322
SM-01A,200,0,23.21334196,12.34264019,64.44401785
SM-01A,205,0,29.15785062,16.76116067,54.08098872
SM-01A,210,0,42.47003253,19.11416415,38.416441
SM-01A,211,0,25.16169804,13.35159838,61.48746401
SM-02A,5,0.157515752,2.763793879,14.30520252,82.77544104
SM-02A,10,0.773060797,8.622015199,18.80095702,71.80579979
SM-02A,15,4.675817431,66.56354559,9.316444593,19.44419239
SM-02A,20,10.14904995,65.58960633,12.15532939,12.10629139
SM-02A,25,28.66831073,52.82833292,7.25584217,11.24731443
SM-02A,30,26.51525905,56.3268467,9.605167495,7.462737402
SM-02A,35,29.92099323,53.82639842,9.720910835,6.525802483
SM-02A,40,19.0746399,59.58096901,21.3443911,
SM-02A,45,35.7670578,52.38089092,8.232649573,3.616495726
SM-02A,50,19.46317777,57.4858376,23.05098462,
SM-02A,55,17.56575416,72.90605475,6.135770263,3.389103596
SM-02A,60,18.94041004,55.76738839,25.29220157,
SM-02A,65,20.95066906,61.9838546,11.68862792,5.386794488
SM-02A,70,23.62240289,49.23215899,27.14543812,
SM-02A,75,26.90620783,59.22241565,8.534878543,5.339696356
SM-02A,80,26.00684391,50.27638852,23.71676757,
SM-02A,85,24.19637639,65.33658679,7.74043834,2.724248977
SM-02A,90,24.71042471,50.38610039,24.9034749,
SM-02A,95,37.76888444,47.61830915,9.202856428,5.411555778
SM-02A,100,28.29015544,37.8238342,33.88601036,
SM-02A,105,31.15306811,47.00570915,15.68483704,6.15140481
SM-02A,109,33.84175405,42.61201144,23.54623451,
SM-03A,5,1.060180854,15.18553165,83.7542875,
SM-03A,10,0.668316832,29.67821782,69.65346535,
SM-03A,15,3.928920769,59.01532442,37.05575481,
SM-03A,20,4.531990521,52.1978673,43.27014218,
SM-03A,25,12.73986268,63.73452262,23.52561469,
SM-03A,30,20.09172038,50.73128409,29.17699554,
SM-03A,35,9.44147282,65.44346312,25.11506406,
SM-03A,40,13.69412601,62.35670488,23.94916911,
SM-03A,45,18.47270772,54.27534283,27.25194945,
SM-03A,50,17.58340041,61.64922637,20.76737322,
SM-03A,55,23.37359918,54.44622326,22.18017756,
SM-03A,60,22.37024702,54.4823758,23.14737719,
SM-03A,65,19.75529479,48.95535203,31.28935318,
SM-03A,70,20.1032137,47.50175932,32.39502698,
SM-03A,75,25.92242195,34.87228004,39.20529801,
SM-03A,80,24.49249779,32.34774934,43.15975287,
SM-03A,85,23.08132875,28.12142039,48.79725086,
SM-03A,90,24.3902439,34.40766551,41.20209059,
SM-03A,95,29.19708029,38.68613139,32.11678832,
SM-03A,100,11.05990783,15.20737327,73.73271889,
SM-03A,105,20.70921986,12.76595745,66.5248227,
SM-03A,110,25.33068783,12.36772487,62.3015873,
SM-03A,115,24.92548435,16.24441133,58.83010432,
SM-03A,120,28.33237161,20.77322562,50.89440277,
SM-03A,125,23.1292517,16.83673469,60.03401361,
SM-03A,130,30.15706806,9.057591623,60.78534031,
SM-03A,135,22.62280306,14.1955836,63.18161334,
SM-03A,140,13.2814837,21.65719414,65.06132217,
SM-03A,145,31.44104803,6.288209607,62.27074236,
SM-03A,150,30.23975251,6.728538283,63.0317092,
SM-03A,155,22.40802676,10.07060572,67.52136752,
SM-03A,160,13.66824645,23.09004739,63.24170616,
SM-03A,165,8.908772612,21.35771251,69.73351488,
SM-03A,170,8.760230373,17.39921188,73.84055774,
SM-03A,175,8.677396781,14.69559132,76.6270119,
SM-03A,180,16.68558456,25.87968218,57.43473326,
SM-03A,185,16.50257853,28.31692452,55.18049695,
SM-03A,190,15.92188397,28.9603676,55.11774842,
SM-03A,195,9.939002512,35.51489056,54.54610693,
SM-03A,200,8.587650816,35.97282774,55.43952144,
SM-03A,205,13.26635755,27.22823287,59.50540958,
SM-03A,210,23.38949455,15.26263627,61.34786918,
SM-03A,215,31.23287671,13.15068493,55.61643836,
SM-04A,5,0.066467265,26.33944167,60.84560319,12.76121635
SM-04A,10,0.025367834,14.81481481,75.21562659,9.944190766
SM-04A,15,0.027464982,22.42282889,61.64721368,15.90003708
SM-04A,20,0.039416634,17.93456839,67.7177769,14.30823808
SM-04A,25,0.065274151,28.96667755,55.28248368,15.67838773
SM-04A,30,0.042562247,20.81293892,65.84379655,13.30070228
SM-04A,35,0.113293051,24.44848659,56.30863482,19.12958554
SM-04A,40,0.107353731,21.57809984,61.4331723,16.88137413
SM-04A,45,0.026899798,22.94535306,59.22335037,17.80296301
SM-04A,50,0.141442716,18.68615433,57.91293415,23.2594688
SM-04A,55,1.730944428,20.52500456,40.42891285,37.29986183
SM-04A,60,0.0249501,13.17365269,39.09680639,47.70459082
SM-04A,65,0,12.76602716,23.66849745,63.57143463
SM-04A,70,0,6.561360875,13.7545565,79.68408262
SM-04A,75,6.493902439,12.42596341,12.14842073,68.91331402
SM-04A,80,11.24896609,6.203473945,10.91811414,71.62944582
SM-04A,85,0.159235669,21.85835987,31.39033439,46.59754777
SM-04A,90,0.624490904,13.41297855,18.59896823,67.36356231
SM-04A,95,0.098863075,9.157642116,10.80014582,79.96176223
SM-04A,100,0.022722109,3.453760509,8.975232902,87.54828448
SM-04A,105,0.097040272,4.043551674,5.94640951,89.90263222
SM-04A,110,0.031367629,8.061480552,9.284818068,82.62233375
SM-04A,115,0.181818182,21.86928485,11.16995152,66.8218303
SM-04A,120,0,19.66374269,14.9122807,65.42397661
SM-04A,125,0,22.31936652,8.047743213,69.61556561
SM-04A,130,0.030039051,8.290778011,6.878942625,84.80024031
SM-04A,135,0.028401022,12.08044306,6.35861687,81.55571713
SM-04A,140,0.068760028,6.440522576,7.655283062,85.83543433
SM-04A,145,0.070854983,9.037855456,6.820859707,84.0427539
SM-04A,150,0.108949416,5.509727626,10.61478599,83.76653696
SM-04A,155,0.057971014,4.502678261,8.283365217,87.15935942
SM-04A,160,0.013956734,4.382414515,14.6406141,80.96301465
SM-04A,165,0.445712248,12.01553931,13.04354965,74.48486005
SM-04A,170,0.438750439,5.633555634,16.07581608,77.85187785
SM-04A,175,0,5.242409172,15.07212498,79.68461489
SM-04A,180,0.023596036,4.388862671,19.77347806,75.81406324
SM-04A,185,0.074671446,3.464755078,14.98907706,81.4635902
SM-04A,190,0.011358473,1.874148114,23.78464334,74.32985007
SM-04A,195,0,0.998397633,17.67087637,81.29894983
SM-04A,200,0,0.834232996,19.97251938,79.19324762
SM-04A,205,0.033478406,1.04978797,15.83183462,83.07496485
SM-04A,210,0.011482375,1.136755081,16.2016305,82.65013205
SM-04A,215,0.043434197,0.579122629,16.52609671,82.8237281
SM-04A,220,0,0.08886632,9.991113368,89.92002031
SM-04A,225,0,0.289457648,16.56215265,83.14481109
SM-04A,230,0,0.125348189,9.735376045,90.13927577
SM-04A,235,0,0.039840637,9.7230249,90.21714243
SM-04A,240,0,0.042247571,11.48077736,88.47697507
SM-04A,245,0.013168291,0.302870687,9.835411509,89.80268172
SM-04A,250,0,0.148892611,8.030895217,91.82021217
SM-04A,255,0,0.585223116,8.490354269,90.91448114
SM-04A,260,0,0.23235229,19.01969462,80.74795309
SM-04A,265,0,0.333576566,10.6495111,89.0417544
SM-04A,270,0,0.257869465,11.09727903,88.6448515
SM-04A,275,0.073523405,0,11.49115922,88.44236092
SM-04A,280,0.007978936,0.375009974,5.824622995,93.7923881
SM-04A,285,0,0.040436717,14.27412151,85.68544177
SM-04A,290,0,0.021141649,3.501302326,96.47924313
SM-04A,295,0.009989012,0.289681351,9.815107382,89.89470782
SM-04A,298,0,0.098392916,3.098073139,96.80254018
SM-05A,5,1.450631727,33.48931524,58.57120574,6.488847294
SM-05A,10,0.553527264,40.72547403,54.44588388,4.275114827
SM-05A,15,0.766155896,39.67355097,54.65245392,4.907839218
SM-05A,20,0.465636059,31.88675731,61.97615943,5.671447197
SM-05A,25,1.747987928,30.63380282,60.67655936,6.941649899
SM-05A,30,0.49676525,27.55314233,62.66173752,9.288354898
SM-05A,35,0.823238857,28.04892391,71.12783723,0
SM-05A,40,1.646560157,30.860776,67.49266384,0
SM-05A,45,0.558269365,39.77669225,59.66503838,0
SM-05A,49,0.254452926,44.91094148,54.8346056,0
SM-06A,5,3.847604677,29.59260656,54.01735194,12.54243682
SM-06A,10,4.84323533,35.19580334,50.99426619,8.966695132
SM-06A,15,0.239467849,39.12195122,45.77383592,14.86474501
SM-06A,20,0.683506686,40.79494799,49.30906389,9.212481426
SM-06A,25,0.970787317,36.64944781,55.8247239,6.555040969
SM-06A,30,0.096254111,35.2530681,54.19106441,10.45961338
SM-06A,35,0.01396648,36.7877095,53.18435754,10.01396648
SM-06A,40,0.921924517,34.35609334,50.9795448,13.74243734
SM-06A,45,0.361467558,37.84565335,48.83426712,12.95861196
SM-06A,50,0.473640857,35.54365733,48.57907743,15.40362438
SM-06A,55,0.208830549,35.88902148,42.89976134,21.00238663
SM-06A,60,0.26439483,36.42773208,46.18096357,17.12690952
SM-06A,65,0.023883449,37.49701457,41.27059947,21.20850251
SM-06A,70,0.278099652,39.51332561,42.4797219,17.72885284
SM-06A,75,0.897699645,38.2270432,46.53076491,14.34449224
SM-06A,80,0.842253027,37.60308826,44.23583085,17.31882786
SM-06A,85,0.61560746,34.74560927,41.2638059,23.37497737
SM-06A,90,1.196381675,38.38634374,44.61628246,15.80099212
SM-06A,95,1.318944844,38.98595409,42.97704693,16.71805413
SM-06A,100,1.925545571,38.14184852,42.37804878,17.55455712
SM-06A,105,0.553326878,17.95545719,50.28358002,31.20763591
SM-06A,110,0.918338514,17.71686917,52.17575586,29.18903645
SM-06A,115,0.4,14.752,56.512,28.336
SM-06A,120,0.03797228,3.132713119,55.89519651,40.93411809
SM-06A,125,0.134848777,1.348487767,45.57888653,52.93777692
SM-06A,130,0,3.413910093,36.59881255,59.98727735
SM-06A,135,0,2.579218865,37.92679931,59.49398182
SM-06A,140,0,10.6134372,40.11684518,49.26971762
SM-06A,145,1.5625,11.04525862,33.40517241,53.98706897
SM-06A,150,0.488059962,6.81540875,25.43141014,67.26512114
SM-06A,155,0.095846645,5.846645367,19.24920128,74.80830671
SM-06A,160,0.176335743,8.129077764,24.8633398,66.83124669
SM-06A,165,0.48,10.44571429,26.44571429,62.62857143
SM-06A,170,0.048457438,12.58278146,26.49006623,60.87869488
SM-06A,175,0.021491511,8.940468515,20.3954438,70.64259617
SM-06A,180,0.204373595,6.826078071,17.24913141,75.72041692
SM-06A,185,0.024390244,11.63414634,28.14634146,60.19512195
SM-06A,190,0.071770335,15.31100478,34.18660287,50.43062201
SM-06A,195,0.485289657,13.31513497,32.54473764,53.65483773
SM-06A,200,0.898203593,13.39820359,40.19461078,45.50898204
SM-06A,205,0.12300123,15.86715867,42.31242312,41.69741697
SM-06A,210,0,10.54461182,34.99420626,54.46118192
SM-06A,215,0.354609929,15.72104019,38.53427896,45.39007092
SM-06A,220,0.689919509,20.62092756,32.42621694,46.26293599
SM-06A,225,5.844572897,22.25433526,31.05330764,40.8477842
SM-06A,230,0.970873786,16.78224688,37.03190014,45.2149792
SM-06A,235,0.047585058,12.18177492,19.55745896,68.21318106
SM-06A,240,2.464192207,5.606037271,8.409055906,83.52071462
SM-06A,245,0,2.722371968,5.592991914,91.68463612
SM-06A,250,4.355533046,2.494302355,5.305140542,87.84502406
SM-06A,255,0.13212533,2.774631937,7.436768592,89.65647414
SM-06A,260,0.137810073,1.215234277,3.608118266,95.03883738
SM-06A,265,0.025310048,0.65806125,1.59453303,97.72209567
SM-06A,270,0.103579238,0.621475429,2.451375302,96.82357003
SM-06A,275,0.084331253,0.691516276,2.563670096,96.66048237
SM-06A,280,0.010373444,0.425311203,1.161825726,98.40248963
SM-06A,284,0.450762829,0.797503467,1.664355062,97.08737864
KS-01A,5,0.749960109,13.59502154,85.11249402,0.542524334
KS-01A,10,0.01946472,36.70072993,62.14111922,1.138686131
KS-01A,15,0.016860563,29.57342775,69.81959197,0.59011971
KS-01A,20,0.073556455,18.21441707,79.21110702,2.500919456
KS-01A,25,0.254829429,17.09823263,69.9054665,12.74147143
KS-01A,30,0.871481519,16.70840429,60.34258239,22.0775318
KS-01A,35,0.271045918,11.36798469,74.48979592,13.87117347
KS-01A,40,1.740812379,16.24758221,67.62572534,14.38588008
KS-02A,5,1.645156715,28.93206637,68.96894058,0.453836335
KS-02A,10,0.636802811,43.65393061,55.19323671,0.516029864
KS-02A,15,0.496131853,38.12647158,60.50285906,0.874537504
KS-02A,20,0.439872295,33.69989358,64.65413267,1.206101454
KS-02A,25,0.334448161,39.36197582,59.19732441,1.106251608
KS-02A,30,0.288069137,43.02632632,55.09322237,1.592382172
KS-02A,35,0.541019083,37.39917372,60.12197521,1.937831989
KS-02A,40,0.531135531,42.72893773,53.18681319,3.553113553
KS-02A,45,0.224481711,18.46031956,76.05968573,5.255513007
KS-02A,50,0.335988054,23.53160777,60.6022897,15.53011448
KS-02A,54,0.716310998,25.96627369,65.04999254,8.267422773
KS-03A,5,0.353685778,65.67381515,33.16820737,0.811853127
KS-03A,10,0.695803436,47.64803943,50.27904617,1.377110966
KS-03A,15,1.823934487,63.76642379,32.55705472,1.852707054
KS-03A,20,0.655715541,50.09125938,47.33995809,1.913066991
KS-03A,25,1.509433962,57.74291147,37.0259688,3.731007983
KS-03A,30,1.293103448,39.78578892,49.93469175,8.986415883
KS-03A,35,1.017140704,62.00247693,29.39644943,7.590869279
KS-03A,40,0.926057843,57.08790426,31.03006126,10.95597663
KS-03A,45,1.72735761,49.31728758,31.86075163,17.0928587
KS-03A,50,0.490998363,39.60720131,42.09492635,17.80687398
KS-03A,55,0.474228407,65.06098577,22.44296432,12.02108373
KS-03A,60,0.531416068,58.60164635,21.34000208,19.5269355
KS-03A,65,0.606962895,58.98854443,26.54219766,13.85105474
KS-03A,70,0.303951368,46.7160037,21.15765825,31.82238668
KS-03A,75,0.933333333,52.814188,20.27664933,25.96555067
KS-03A,80,0.134861767,43.17262306,19.68981794,37.00269724
KS-03A,85,0.307525326,60.39240232,15.97741679,23.31125904
KS-03A,90,1.017811705,55.87059251,24.06397674,19.04761905
SL-01A,5,3.22791001,71.13635474,20.52631236,5.106260189
SL-01A,10,9.328683522,51.89625109,31.71316478,7.06190061
SL-01A,15,1.033057851,64.85555785,23.29678375,10.80168733
SL-01A,20,0.680693069,52.97029703,35.98391089,10.36509901
SL-01A,25,0.482218204,63.26313442,23.75230862,12.50020494
SL-01A,30,0.411146642,50.84513476,27.27272727,21.47099132
SL-01A,35,0.251414205,55.71736644,14.59295412,29.44641735
SL-01A,40,0.540540541,37.56756757,18.78378378,43.10810811
SL-01A,45,0.229007634,28.14735115,11.69041221,59.92718321
SL-01A,50,0.236966825,39.57345972,18.66113744,41.52843602
SL-01A,55,0.183486239,25.69277064,9.255522936,64.88256881
SL-01A,60,0.083518931,18.65256125,12.72271715,68.54120267
SL-01A,65,0.216567407,35.99030861,13.82486735,49.95815376
SL-01A,70,0.047664442,22.35462345,13.0600572,64.53765491
SL-01A,75,0,11.74745257,7.336449864,80.91528794
SL-01A,80,0.744047619,25.19132653,19.9829932,54.08163265
SL-01A,85,0.095328885,6.61900858,8.53171592,84.76482602
SL-01A,90,0,2.49780894,3.870873503,93.63131756
SL-01A,95,0.046418072,2.952706174,6.321497756,90.67838156
SL-01A,100,0,1.178809828,4.104530606,94.71665957
SL-01A,105,0,1.645052051,6.350001254,92.0049467
SL-01A,110,0.011724704,1.078672764,4.267792238,94.64181029
SL-01A,115,0.049419323,2.125313813,4.386209538,93.44023227
SL-01A,120,0.116026106,1.566352429,0.435097897,97.88252357
SL-01A,125,0.010809642,1.45785861,4.493828775,94.03072533
SL-01A,130,0.010834236,0.855904659,5.947995666,93.18526544
SL-01A,135,0.00877193,1.061403509,8.159773684,90.80894035
SL-01A,140,0.011155734,1.160196341,10.50870147,88.31994645
SL-01A,145,0.008814456,1.145879242,11.98800353,86.85826179
SL-01A,150,0.009004953,0.873480414,8.716794237,90.4007204
SL-01A,155,0.017625804,0.854851503,9.748400458,89.36829382
SL-01A,160,0.008822232,1.667401853,9.589766211,88.7340097
SL-01A,165,0.025924646,2.150418251,11.65628586,86.18419461
SL-01A,170,0.008689607,1.207855405,7.950990615,90.83246437
SL-01A,175,0.010873111,1.647847668,12.96873111,85.36224204
SL-01A,180,0.008368201,1.807531381,8.761506276,89.42259414
SL-01A,185,0.513073508,3.614176616,11.57735126,84.2526443
SL-02A,5,1.89281642,81.25427594,11.28848347,5.564424173
SL-02A,10,1.732150401,68.94803549,22.60245036,6.717363752
SL-02A,15,1.522465652,61.98786979,25.68387177,10.8057928
SL-02A,20,0.760869565,59.25120773,27.25845411,12.7294686
SL-02A,25,0.561465721,59.61879433,27.37884161,12.44089835
SL-02A,30,0.656618415,62.1698254,25.80211909,11.3714371
SL-02A,35,0.830992509,65.02808989,22.62406367,11.51685393
SL-02A,40,0.5195962,63.45011876,22.50593824,13.52434679
SL-02A,45,2.82156577,64.36614121,20.3868062,12.42548682
SL-02A,50,5.320197044,54.59770115,21.28078818,18.80131363
SL-02A,55,5.587148138,59.82371339,19.36309355,15.22604492
SL-02A,60,1.098015513,69.87005138,15.76508512,13.26684799
SL-02A,65,0.560652396,56.40502888,17.94937139,25.08494733
SL-02A,70,0.484010372,68.52203976,16.44770959,14.54624028
SL-02A,75,0.538986705,52.64103485,18.93639957,27.88357887
SL-02A,80,0.533727004,35.43038837,13.05927777,50.97660686
SL-02A,85,0.644936378,43.57678229,15.42618093,40.3521004
SL-02A,90,0.403886039,51.52275952,15.6096496,32.46370484
SL-02A,95,0.039721946,11.28103277,10.97318769,77.7060576
SL-02A,100,0.010015023,3.845768653,7.911867802,88.23234852
SL-02A,105,0.008870753,1.960436441,5.517608445,92.51308436
SL-02A,110,0,1.325371395,8.10515584,90.56947276
SL-02A,115,0,1.608756336,8.322926614,90.06831705
SL-02A,120,0,2.182393253,12.15603585,85.6615709
SL-02A,125,0.00831048,3.266018449,16.96999917,79.7556719
SL-02A,130,0.049188392,3.118544024,11.39203148,85.4402361
SL-02A,135,0.018628912,3.464977645,8.196721311,88.31967213
SL-02A,140,0.034500604,3.786441263,12.94635156,83.23270657
SL-02A,145,0.008158603,6.600310027,18.10394061,75.28759076
SL-02A,150,0.140726147,4.221784408,11.31438221,84.32310723
SL-03A,5,0.194060836,40.55871469,41.67343623,17.57378825
SL-03A,10,0.460491889,60.96284668,28.2469911,10.32967033
SL-03A,15,0.639008107,61.37339056,27.35336195,10.63423939
SL-03A,20,1.207622424,62.19809439,24.11921117,12.47507201
SL-03A,25,0.820945196,53.09518527,27.7124473,18.37142223
SL-03A,30,0.668036999,50.95923261,29.99314834,18.37958205
SL-03A,35,0.925925926,57.02020202,23.45117845,18.6026936
SL-03A,40,0.405892965,58.74924835,22.74503909,18.0998196
SL-03A,45,0.72582854,61.55847713,20.92577376,16.78992057
SL-03A,50,0.638297872,56.44555695,20.8135169,22.10262829
SL-03A,55,0.542846064,50.44590927,19.89143079,29.11981388
SL-03A,60,0.125136868,42.84373534,19.05208822,37.97903957
SL-03A,65,0.279295689,22.90224651,29.62962963,47.18882817
SL-03A,70,0.063613232,32.90394402,32.10877863,34.92366412
SL-03A,75,0.120059106,17.12227558,15.08127078,67.67639453
SL-03A,80,0.061637081,10.33037475,10.62623274,78.98175542
SL-03A,85,0.028735632,15.99616858,20.18199234,63.79310345
SL-03A,90,0.02061289,13.15102377,17.59653703,69.2318263
SL-03A,95,0.00890948,21.19565217,18.76336422,60.03207413
SL-03A,100,0,13.50021705,23.2672551,63.23252785
SL-03A,105,0,24.89212513,18.83764833,56.27022654
SL-03A,110,0,11.07621693,15.00181181,73.92197125
SL-03A,115,0,4.706488157,12.82183316,82.47167868
SL-03A,120,0,7.698580982,17.24025444,75.06116457
SL-03A,125,0.00881912,14.15468736,12.28503395,73.55145956
SL-03A,130,0,24.00321113,21.04629382,54.95049505
SL-03A,135,0,15.32653061,26.29251701,58.38095238
SL-03A,140,0,0.64184288,19.43552996,79.92262716
SL-03A,145,0,1.323765928,15.45630748,83.21992659
SL-03A,150,0,0.085340413,5.234212024,94.68044756
SL-03A,155,0,0.855154518,6.829440906,92.31540458
